Year,UniqueCarrier,Origin,Dest,count
1991,US,FLL,TPA,31
1994,US,FLL,TPA,4
2002,US,TPA,PIT,31
2004,UA,MSY,LAX,25
2006,US,CLT,MYR,10
2006,US,DTW,CLT,4
2006,US,MKE,PHX,2
2007,WN,BNA,MCO,5
2007,WN,LAS,LIT,1
2007,WN,LAS,OAK,14
2008,WN,IND,MDW,4
2008,WN,OAK,MCI,2
2008,WN,PHX,TPA,1
2008,WN,SAT,HRL,2
1987,PS,SMF,LAX,51
1993,US,LGA,SYR,25
2001,US,CLE,CLT,31
2007,WN,AUS,DAL,13
2007,WN,FLL,MSY,1
1988,PI,SYR,BUF,25
1988,PS,LAX,ABQ,4
2001,US,PIT,BNA,30
2001,US,CLT,RIC,31
2003,UA,SAN,ORD,25
2004,UA,OMA,DEN,6
2005,UA,LAX,PDX,26
2005,UA,ORD,CMH,35
2006,US,MCO,DCA,6
2007,WN,ABQ,AMA,2
2007,WN,BWI,ISP,9
2007,WN,DAL,ELP,6
1991,US,PIT,ACY,21
1991,US,LGA,ORF,29
1994,US,CLT,DAY,27
2006,US,SJU,PHL,3
2007,WN,BUR,LAS,13
2007,WN,GEG,SEA,4
2008,WN,MDW,SMF,2
1987,PS,ABQ,LAX,30
1988,PI,SYR,ELM,4
1991,US,SYR,BWI,31
1994,US,CLT,DCA,4
2001,US,PHL,BDL,1
2003,UA,ORD,BOI,31
2003,UA,DEN,SEA,31
2004,UA,CLT,ORD,21
2006,US,ORF,PHL,1
2008,WN,MDW,ORF,2
2008,WN,PHL,PHX,2
2008,WN,PHX,MSY,1
2008,WN,PHX,OAK,7
1988,PI,BWI,JFK,25
1993,US,PIT,LAX,29
2005,UA,ORD,DAY,5
2005,UA,DEN,TUL,31
2005,UA,DCA,ORD,69
2006,US,LAX,PIT,1
2006,US,TPA,PHL,7
2006,US,ALB,CLT,2
2007,WN,CLE,PHX,1
2008,WN,LAS,ALB,1
2008,WN,LAS,RDU,2
2008,WN,MCO,CLE,2
2008,WN,MDW,MSY,1
2008,WN,PVD,BWI,12
2008,WN,SAT,TPA,1
1990,US,CLE,LGA,31
2005,UA,ATL,ORD,10
2005,UA,ORD,IAH,31
2006,US,DCA,MSY,2
2006,US,LAS,TPA,1
2006,US,PHX,OGG,1
2007,WN,BHM,MCO,2
2007,WN,MCI,STL,6
1992,US,IND,CLE,25
1993,US,DCA,BOS,30
1996,CO,CLE,PHX,31
2000,HP,CLE,PHX,31
2001,US,PIT,CLT,31
2006,US,CLT,BNA,6
2006,US,LGA,PIT,5
2006,US,MDT,CLT,1
2007,WN,AUS,LBB,2
2007,WN,CMH,BNA,2
2007,WN,LAX,SJC,14
2007,WN,MDW,DEN,5
2008,WN,MAF,LAS,1
2008,WN,MDW,PHX,8
2008,WN,RDU,TPA,3
2008,WN,SEA,OAK,8
2008,WN,SEA,SLC,3
1988,PI,SYR,DCA,26
1992,US,EWR,PIT,4
1994,US,PIT,RIC,4
2002,US,BNA,PHL,31
2002,US,PHL,STL,31
2004,UA,ORD,MCO,31
2004,UA,ORD,STL,6
2006,US,MHT,DCA,2
2007,WN,ABQ,OAK,3
2007,WN,FLL,MCO,6
2007,WN,HOU,MCO,3
2007,WN,IND,MCI,2
2007,WN,ISP,TPA,3
2008,WN,LAX,PHX,13
2008,WN,MCI,OAK,2
2008,WN,MDW,MCO,8
2008,WN,SFO,LAS,7
1988,PS,OAK,LAX,66
1988,PS,TUS,LAX,24
1991,US,EWR,CLE,5
1992,US,DFW,PIT,29
1997,DL,ATL,PHX,186
2007,WN,CMH,PHL,3
2008,WN,JAN,MDW,2
2008,WN,MCO,PHL,7
2008,WN,OAK,MDW,5
2008,WN,PHL,RSW,1
1990,US,LAX,SAN,62
1992,US,LGA,MCI,25
2001,US,DFW,PHL,6
2006,US,PHL,STT,1
2006,US,SYR,PHL,1
2007,WN,AUS,MDW,1
2007,WN,BOI,PDX,3
2007,WN,BWI,OAK,1
2007,WN,LIT,STL,2
2007,WN,MCI,OAK,2
2008,WN,LBB,LAS,1
2008,WN,MDW,ABQ,2
2008,WN,MDW,ALB,2
2008,WN,MDW,MHT,5
1989,UA,HNL,LIH,30
1990,US,EWR,PIT,31
1990,US,IND,LAS,30
1993,US,PHL,IAH,29
2002,US,PIT,BOS,31
2006,US,CLT,LAS,6
2007,WN,MCO,FLL,6
2007,WN,MDW,AUS,1
2007,WN,MDW,JAN,2
2008,WN,LAS,SAT,4
2008,WN,MCI,PDX,1
2008,WN,MCO,MHT,5
1990,US,SAN,SFO,27
1999,US,SDF,PHL,31
2000,HP,ATL,PHX,65
2004,UA,OMA,ORD,25
2004,UA,ATL,DEN,31
2005,UA,DEN,SEA,57
2006,US,PHX,ABQ,5
2007,WN,BUF,MCO,2
2007,WN,IND,JAX,1
2008,WN,MCO,HOU,5
2008,WN,MDW,SDF,5
2008,WN,SEA,SJC,4
1989,UA,ORD,SFO,28
1992,US,PIT,DTW,18
1994,US,PIT,HTS,30
1995,US,ORD,PHL,124
2001,US,CLT,CAE,6
2002,US,MHT,PHL,26
2003,UA,EWR,ORD,6
2006,US,PHX,JFK,3
2007,WN,IND,TPA,1
2007,WN,MCI,PHX,4
2008,WN,JAX,HOU,1
2008,WN,PHX,OKC,3
1991,US,ORF,EWR,24
2002,US,CLT,AVL,29
2003,UA,IAD,MIA,25
2005,UA,SEA,DEN,5
2006,US,DEN,CLT,6
2007,WN,DAL,STL,6
2007,WN,LAS,OKC,1
2008,WN,LAS,RNO,13
1991,US,PIT,SWF,23
2001,US,LGA,IND,22
2003,UA,ORD,BUF,6
2006,US,CLT,EWR,14
2006,US,PHX,BWI,3
2006,US,PHX,IAH,5
2007,WN,STL,MDW,10
2007,WN,BHM,PHX,1
2007,WN,BNA,PVD,1
2007,WN,BWI,SDF,5
2007,WN,HOU,JAX,1
2007,WN,HOU,PHX,5
2007,WN,LAS,DEN,7
2008,WN,MDW,MCI,12
2008,WN,OAK,BUR,17
2008,WN,OAK,HOU,2
2008,WN,PDX,BOI,3
1988,PS,SAN,OAK,64
1990,US,MCI,BWI,31
2002,US,GSO,CLT,5
2005,UA,BWI,DEN,17
2006,US,DCA,PHL,8
2007,WN,BWI,JAN,2
2008,WN,MAF,ABQ,1
1988,PS,SFO,RNO,29
1988,PS,LAX,SFO,14
1991,US,CLE,PIT,7
2006,US,BDL,PHL,8
2006,US,CLT,MDT,2
2006,US,PBI,DCA,3
2006,US,RSW,PIT,1
2007,WN,DEN,HOU,2
2007,WN,LIT,BWI,1
2008,WN,PBI,TPA,4
2008,WN,RDU,LAS,2
1992,US,CLT,EWR,25
2004,UA,MSY,DEN,25
2005,UA,ORD,DSM,5
2006,US,CLT,ORF,8
2006,US,CMH,DCA,2
2006,US,MCO,FLL,1
2006,US,MIA,PHL,5
2006,US,SYR,CLT,1
2007,WN,AUS,LAS,3
2007,WN,AUS,MCO,1
2008,WN,IND,LAS,2
2008,WN,LAS,STL,3
2008,WN,MCO,BUF,3
2008,WN,PBI,BWI,4
2008,WN,PVD,FLL,1
1991,US,IND,CLE,31
1992,US,DSM,PIT,6
2001,US,AVP,PHL,31
2007,WN,SNA,OAK,9
2007,WN,STL,SDF,2
2007,WN,LAS,STL,2
2008,WN,LBB,ELP,1
2008,WN,MDW,JAN,2
2008,WN,PHX,STL,5
1992,US,PHL,MHT,4
2000,CO,CLE,PHX,83
2002,US,CLT,BUF,26
2002,US,IAH,PIT,31
2003,UA,PHX,ORD,6
2006,US,DCA,BTV,4
2006,US,PHL,MSY,1
2006,US,PHL,PIT,9
2006,US,PHL,SAN,2
2006,US,PHX,ONT,4
2006,US,SLC,PHX,4
2007,WN,TPA,PVD,3
2007,WN,BHM,SDF,2
2008,WN,LAS,BOI,2
2008,WN,LAS,ONT,10
2008,WN,SEA,ABQ,2
1993,US,TPA,FLL,5
1995,US,PBI,PHL,124
2002,US,PHL,TPA,31
2006,US,DCA,PHX,6
2006,US,PHX,RDU,1
2007,WN,BHM,MDW,2
2007,WN,DEN,MDW,5
2007,WN,GEG,SLC,1
2008,WN,JAX,TPA,3
2008,WN,MCO,ALB,3
2008,WN,RNO,BOI,3
1987,PS,SNA,OAK,106
1991,US,DAY,FNT,21
1993,US,PIT,ATL,29
2002,US,PHL,PBI,31
2002,US,BUF,CLT,3
2003,UA,DEN,SJC,25
2006,US,DCA,ALB,4
2006,US,DCA,SYR,4
2006,US,SJU,CLT,2
2007,WN,TPA,RDU,3
2007,WN,BNA,PHX,4
2007,WN,BWI,BNA,8
2007,WN,BWI,SLC,1
2007,WN,FLL,ISP,3
2008,WN,IND,JAX,1
2008,WN,JAX,BNA,4
2008,WN,PHX,HOU,5
1987,PS,MRY,LAX,27
1989,UA,MCI,DEN,3
1992,US,AUS,IAH,3
1996,HP,COS,PHX,120
2002,US,PIT,MCO,31
2006,US,DFW,PHL,10
2007,WN,ABQ,LAX,4
2007,WN,LAS,PDX,3
2007,WN,LIT,MDW,1
2008,WN,LAS,TUL,1
2008,WN,RSW,MCO,4
2008,WN,SFO,MDW,3
1987,PS,LAX,ABQ,43
1992,US,PIT,EWR,25
2005,UA,EGE,DEN,31
2006,US,AUS,PHX,4
2006,US,LAS,OAK,3
2006,US,PBI,PIT,1
2007,WN,ALB,MDW,2
2007,WN,JAN,BWI,2
2007,WN,LAS,CMH,2
2008,WN,LAX,SFO,8
1989,UA,DEN,DFW,27
1990,US,MIA,PIT,2
1992,US,PIT,DCA,24
2002,US,BOS,CLT,23
2005,UA,MDT,ORD,31
2006,US,BNA,PHL,2
2006,US,PHX,DTW,4
2007,WN,ISP,PBI,3
2008,WN,ISP,RSW,1
2008,WN,MCO,JAN,1
2008,WN,PHX,SLC,8
1988,PS,LAX,MRY,2
1991,US,LEX,PIT,31
1993,US,CLT,RSW,26
1993,US,DAY,PIT,29
2001,US,BOS,PIT,30
2006,US,RNO,PHX,4
2007,WN,STL,LAX,1
2007,WN,BWI,IND,3
2007,WN,LAS,IND,2
2007,WN,MCO,DEN,2
2008,WN,LAX,BNA,3
2008,WN,SAN,PHX,14
2008,WN,SAT,BNA,2
2008,WN,SJC,ONT,9
1991,US,BWI,BOS,26
1995,US,RSW,PHL,93
1999,US,ROC,PHL,153
2002,US,ORD,PHL,31
2005,UA,MIA,ORD,5
2006,US,DEN,PHL,4
2006,US,PHL,SJU,3
2007,WN,TUL,DAL,6
2007,WN,DTW,MCO,1
2007,WN,LAS,ABQ,6
2007,WN,LAS,BUF,1
2008,WN,IND,BWI,3
2008,WN,MCO,DEN,2
2008,WN,OAK,BOI,2
1987,PS,PHX,LAX,26
1987,PS,LAS,SNA,34
1991,US,SFO,CLE,7
1999,US,SJU,PHL,93
2004,UA,BWI,ORD,6
2006,US,FLL,LAS,2
2006,US,PHX,CLT,4
2006,US,PHX,ORD,5
2007,WN,STL,BWI,3
2007,WN,TPA,MHT,3
2007,WN,FLL,JAX,6
2007,WN,LAS,MAF,1
2007,WN,LAS,SLC,8
2007,WN,MCO,SAT,2
2008,WN,LAS,SMF,8
2008,WN,OAK,PHX,7
1987,PS,SAN,SFO,14
1989,UA,SFO,PDX,3
1991,US,PHL,TPA,7
1999,UA,SFO,PHL,92
2007,WN,TPA,SAT,1
2007,WN,BDL,MCO,3
2007,WN,MAF,DAL,6
2008,WN,LAX,SJC,14
2008,WN,LAX,STL,1
2008,WN,MCO,BHM,3
2008,WN,MCO,PIT,3
2008,WN,MSY,BHM,3
1989,UA,DEN,IAD,30
1989,UA,IAD,LAX,30
1992,US,IND,PHX,31
1993,US,CLE,BOS,30
2003,UA,MHT,ORD,6
2004,UA,CMH,ORD,46
2006,US,CLT,DFW,6
2007,WN,STL,CLE,2
2007,WN,BHM,HOU,2
2007,WN,BNA,DEN,1
2007,WN,BUR,SMF,10
2007,WN,MDW,FLL,5
2008,WN,RNO,MDW,1
1991,US,PIT,DAY,27
2002,US,AVP,PIT,31
2005,UA,BOS,ORD,80
2006,US,LAS,MIA,1
2006,US,LAS,SNA,6
2006,US,PHX,LAS,13
2007,WN,TPA,MDW,6
2007,WN,BWI,PHX,5
2007,WN,DAL,AMA,8
2007,WN,LAS,ELP,2
2007,WN,MCO,MCI,3
2008,WN,PHX,SAT,4
1992,US,PIT,MCI,31
2001,US,PHL,MHT,31
2006,US,ATL,PHX,7
2006,US,LAS,SJC,2
2007,WN,JAX,ORF,2
2008,WN,MCO,FLL,6
2008,WN,MDW,HOU,6
2008,WN,PHX,CMH,1
2008,WN,PVD,PHX,1
2008,WN,PVD,TPA,3
1987,PS,SFO,SAN,65
1992,US,CLT,IAD,6
1993,US,BUF,LGA,23
1994,US,DCA,CHS,30
2001,US,CLT,TPA,31
2003,UA,BIL,DEN,6
2005,UA,DAY,ORD,22
2006,US,BDL,PHX,2
2006,US,CLT,SFO,6
2007,WN,TPA,BWI,6
2007,WN,BNA,MCI,4
2007,WN,HOU,STL,5
2008,WN,MDW,BWI,8
2008,WN,OKC,HOU,4
1988,PI,BWI,BDL,29
1993,US,PHX,TUS,30
2002,US,SAV,CLT,31
2003,UA,DFW,ORD,25
2006,US,CMH,CLT,6
2006,US,MIA,PIT,1
2006,US,PHX,ELP,2
2006,US,STT,PHL,1
2007,WN,BNA,MDW,8
2007,WN,BNA,SAN,2
2007,WN,BOI,OAK,2
2007,WN,HOU,TPA,3
2007,WN,MCI,MDW,11
2007,WN,MCO,LAS,1
2008,WN,MCO,MCI,3
1989,UA,SJC,ORD,3
1995,US,PWM,PHL,124
2006,US,CLT,FLL,14
2006,US,CLT,IAD,4
2006,US,DCA,PVD,8
2006,US,IAD,CLT,2
2006,US,PHL,ATL,1
2008,WN,JAX,BWI,3
2008,WN,MDW,SAT,2
2008,WN,MHT,MDW,5
1988,PS,SEA,LAX,27
1991,US,ORD,CLT,6
1994,US,PHL,CLT,4
1994,US,PIT,PHF,27
1999,US,SAN,PHL,31
2005,UA,BUR,DEN,26
2006,US,DCA,PBI,6
2006,US,IAH,DCA,2
2008,WN,LBB,AUS,2
2008,WN,MAF,DAL,6
2008,WN,PHX,MCI,4
1992,US,LGA,IND,25
1992,US,IAH,PHL,3
1994,US,LGA,CMH,27
2002,US,PHL,IAD,4
2004,UA,GRR,ORD,6
2007,WN,STL,FLL,1
2007,WN,STL,TUL,2
2007,WN,CMH,TPA,2
1987,PS,SNA,SJC,50
1991,US,CLE,DCA,7
1992,US,CMH,IND,30
2001,US,CLT,CHS,56
2002,US,PHL,ALB,26
2006,US,LAS,DCA,1
2007,WN,ABQ,LAS,6
2007,WN,ALB,LAS,1
2007,WN,BNA,LAX,3
2007,WN,DAL,AUS,13
2008,WN,MCI,BNA,4
2008,WN,MSY,PHX,1
2008,WN,PDX,OAK,6
2008,WN,PHL,BNA,3
2008,WN,PHX,AUS,4
2008,WN,SAN,TUS,4
2008,WN,SLC,BOI,2
1992,US,STL,PIT,24
2003,UA,DEN,OMA,31
2006,US,PHL,SFO,2
2006,US,PHX,CMH,2
2006,US,ALB,DCA,2
2007,WN,STL,MCI,5
2007,WN,MCO,BNA,5
2008,WN,PHL,RDU,6
1988,PS,LAX,SJC,57
1991,US,MCI,SAN,29
1993,US,PHL,SFO,28
2001,US,PHL,PWM,31
2006,US,CLT,MIA,12
2006,US,PVD,PHL,5
2007,WN,ELP,HOU,3
2008,WN,LAS,TUS,6
2008,WN,PIT,PHL,7
2008,WN,SFO,LAX,8
1988,PS,SAN,LAX,3
1989,UA,HNL,DEN,27
1990,US,SFO,PIT,30
1993,US,IND,PHX,30
2003,UA,ORD,RIC,5
2005,UA,ORD,OMA,5
2006,US,MIA,LAS,1
2006,US,STT,CLT,1
2006,US,ABE,CLT,1
2007,WN,CMH,PHX,1
2007,WN,ISP,LAS,2
2008,WN,RNO,SJC,4
1987,PS,SFO,PDX,23
2003,UA,PDX,DEN,6
2005,UA,ORD,SAN,31
2006,US,IND,PHX,2
2006,US,SAN,PHX,9
2007,WN,BDL,TPA,2
2007,WN,DAL,MSY,4
2008,WN,LAX,HOU,4
2008,WN,PHX,IND,2
2008,WN,SAT,MCO,2
1987,PS,LAS,LAX,66
1988,PI,ROA,CLT,31
2004,UA,DEN,ONT,31
2006,US,JFK,LAS,3
2007,WN,TPA,HOU,2
2007,WN,BWI,FLL,5
2007,WN,LAX,MDW,7
2007,WN,MCO,MDW,7
2008,WN,MDW,SEA,3
1990,US,IAD,PIT,30
1991,US,PBI,CLT,6
1992,US,EWR,BOS,20
1993,US,SAN,PIT,59
2001,US,HPN,PIT,31
2006,US,LAS,LAX,9
2006,US,MHT,CLT,2
2006,US,PHL,SEA,2
2007,WN,HOU,DAL,29
2007,WN,HOU,JAN,4
2007,WN,LAS,AUS,3
2008,WN,MAF,HOU,2
2008,WN,MDW,TUS,2
2008,WN,SEA,DEN,4
1990,US,PVD,PIT,31
1992,US,LGA,CLT,26
2003,UA,DEN,RNO,25
2006,US,LAS,DFW,3
2007,WN,MCO,ALB,3
2008,WN,LAS,AUS,3
2008,WN,MDW,BNA,9
2008,WN,SAT,HOU,8
2008,WN,SFO,SAN,8
1987,PS,SFO,GEG,26
1990,US,PIT,PHX,29
1992,US,CLE,PIT,36
1993,US,JAX,PHL,26
1993,US,PHX,IND,30
1993,US,LAS,LAX,30
1994,US,PIT,DTW,35
1996,WN,BNA,PHX,61
2006,US,BOS,PHL,34
2006,US,BUF,PHL,6
2007,WN,STL,LAS,2
2007,WN,STL,OKC,2
2007,WN,LAS,ISP,2
2007,WN,LAX,MCI,4
2007,WN,MCO,ISP,5
1990,US,PIT,ISP,30
1991,US,SMF,LAX,5
1992,US,DAY,BOS,6
1993,US,ROC,BOS,24
2003,UA,BUR,SFO,29
2006,US,CLT,PBI,10
2006,US,FLL,PIT,2
2006,US,LAS,SAN,3
2007,WN,GEG,LAS,2
2008,WN,PHL,MDW,8
2008,WN,PHL,PBI,2
1990,US,EWR,SYR,30
1994,US,MLB,CLT,30
1994,US,DTW,PIT,27
1994,US,CHS,DCA,30
2002,US,CLT,CLE,93
2007,WN,LAS,LBB,1
2007,WN,LAX,SAT,1
2007,WN,MCO,BDL,3
2008,WN,OAK,DEN,5
2008,WN,PDX,SJC,4
1993,US,RIC,LGA,24
2005,UA,DEN,SFO,40
2005,UA,DEN,MSP,62
2006,US,PIT,BOS,4
2007,WN,AUS,TPA,1
2007,WN,BWI,AUS,2
2008,WN,SJC,MDW,2
1987,PS,LAX,LAS,30
1989,UA,SFO,DEN,31
1989,UA,BOS,ORD,28
1992,US,PIT,ABQ,28
1992,US,LAX,PIT,30
2001,US,PIT,BUF,34
2006,US,RSW,PHL,3
2007,WN,SNA,MDW,1
2007,WN,HOU,LIT,1
2007,WN,LBB,ELP,1
2008,WN,SJC,SAN,10
1991,US,CLT,OAJ,21
1991,US,CLT,CHS,30
1993,US,PHL,DTW,25
1994,US,BOS,MCO,4
1994,US,LGA,MCO,31
2002,US,PBI,DCA,26
2003,UA,PHL,SFO,6
2003,UA,DEN,IND,31
2004,UA,IAH,DEN,25
2006,US,CLT,SRQ,2
2006,US,DCA,BUF,6
2006,US,DCA,MCI,2
2006,US,LAS,BOS,3
2006,US,PHX,MCO,2
2006,US,PIT,DEN,2
2006,US,PIT,RSW,1
2007,WN,TPA,BDL,2
2007,WN,BNA,MSY,2
2007,WN,BNA,PHL,2
2007,WN,JAX,TPA,3
2008,WN,ISP,LAS,1
2008,WN,SAN,RNO,2
1988,PS,PHX,LAX,13
1989,UA,HOU,ORD,2
1991,US,CLE,BOS,30
1993,US,IND,LAS,31
1994,US,DAY,PIT,27
1994,US,BWI,MCO,25
1998,HP,CMH,PHX,155
2002,US,ORF,PIT,26
2006,US,PHX,GEG,1
2006,US,SAN,LAS,2
2007,WN,BHM,STL,1
2007,WN,LAS,SNA,5
2008,WN,LAX,MDW,7
2008,WN,LAX,TUS,6
1987,PS,OAK,SAN,117
1989,UA,LAX,ORD,28
1993,US,SYR,BOS,25
1994,US,JAX,CLT,4
1998,HP,BUR,PHX,146
2005,UA,DEN,OKC,9
2007,WN,ABQ,TPA,1
2008,WN,LAS,IND,2
2008,WN,PHX,LAX,13
1989,UA,ORD,DEN,179
1991,US,BWI,PBI,31
1993,US,MSY,DCA,31
2004,UA,ORD,TPA,31
2005,UA,MSP,DEN,8
2006,US,PHX,PHL,4
2006,US,PIT,FLL,2
2007,WN,TUL,LAS,1
2007,WN,BWI,DEN,2
2007,WN,LAS,LAX,14
2007,WN,MDW,BUF,3
2008,WN,MCI,STL,6
1987,PS,OAK,SNA,104
1994,US,PVD,PIT,30
1998,HP,COS,PHX,119
2003,UA,ORD,DTW,6
2004,UA,ORD,OAK,31
2004,UA,PVD,ORD,6
2004,UA,ORD,SJC,6
2006,US,BUF,CLT,8
2006,US,MIA,CLT,6
2007,WN,TPA,SDF,1
2007,WN,BHM,JAX,1
2007,WN,MAF,LAS,1
2007,WN,MDW,IND,4
2007,WN,MDW,LAX,7
2008,WN,MCI,BWI,3
1988,PI,SYR,BTV,4
1993,US,TPA,IND,30
2004,UA,OAK,ORD,6
2004,UA,SJC,DEN,6
2007,WN,BDL,BNA,1
2007,WN,BWI,CMH,5
2007,WN,MCI,PDX,1
2007,WN,MCI,TPA,2
2008,WN,LAS,GEG,2
2008,WN,LAS,LBB,1
2008,WN,MCI,OKC,4
2008,WN,SAN,OAK,18
2008,WN,SAN,SFO,8
1989,UA,KOA,OGG,2
1990,US,TUS,LAX,31
1992,US,LAN,DAY,5
1992,US,TUS,PHX,31
1993,US,PIT,ALB,31
2002,US,TPA,CLT,3
2003,UA,ORD,PDX,31
2006,US,DCA,FLL,10
2007,WN,LAS,SAT,4
